IDrace,gene_sz_race_name,gene_sz_abbreviation,gene_sz_filename,fkIDcountry,fkIDrace_class,fkIDfirst_stage,fkIDlast_stage,gene_f_popularity,gene_i_number_stages,gene_sz_mailOrganisateur,gene_ilist_fkIDteam,gene_ilist_objectif_info,CONSTANT,gene_sz_classification_xml,gene_f_organisateur_coeff,fkIDrace_type,gene_b_national_tour,fkID_iconic_region,gene_i_comfort,gene_b_aso,gene_sz_currentvariant,value_i_prime,gene_b_selected,value_i_offsetLeapYear
568,Gooikse pijl p/b Lotto,GPijl,c1_gooiksepijl,4,17,1568,1568,25.0,1,steven@gooiksportief.be,"(10,37,1,12,34,20,33,11,13,15,42,99,240,9,69,87,110,150,158,162,253,182)",(),gooiksepijl,cont_11,1.0,15,0,0,3,0,,444,1,0
569,Tour of Sakarya,Sakarya,t2_sakarya,71,12,1569,4569,4.0,4,info@bisiklet.gov.tr,"(404,446,246,512,263,273,194,418,514,96)",(),sakarya,t2_sakarya,0.0,8,0,0,3,0,,16532,1,0
571,GP Internacional Torres Vedras - Trofeu Joaquim Agostinho,TVedr,t2_gptorresvedras,29,12,1571,4571,5.0,4,udo@udo.pt,"(38,299,365,171,232,379,608,607,610,109,105,259)",(),gptorresvedras,t2_gptorresvedras,1.0,4,0,0,3,0,,398,1,0
572,Sibiu Cycling Tour,Sibiu,t1_sibiutour,104,11,1572,4572,19.0,4,ciclism@sibiu.ro,"(22,33,9,99,42,176,236,195,146,409,228,395,234,174,173,222,238,212,639)",(),sibiutour,t1_sibiutour,1.0,2,0,0,3,0,,258,1,0
573,Giro d'Italia Next Gen,GiroU,t2u_girociclisto,2,13,1573,8573,28.0,8,luca.papini@rcs.it,"(204,159,211,240,221,206,166,214,173,43,160,164,174,135,395,336,230,202,526,210,178,603,153,212,605)",(),girociclisto,t2u_girociclisto,1.0,2,0,0,3,0,,226,1,0
574,Tour of Poyang Lake,Poyang,t2_poyang,25,12,1574,10574,5.0,10,admin@chncycling.com,"(422,363,446,222,225,278,184,251,146,242,380,614,337,404,205,261)",(),poyanglake,t2_poyang,1.0,5,0,0,3,0,,4048,1,0
575,Tour of Binzhou,Binzhou,t1_binzhou,25,11,1575,2575,2.0,2,tourofbinzhou@163.com,"(446,176,242,261,192,257,423,146,216,184,218,251,228,363,313,249,333)",(),binzhou,t1_binzhou,1.0,16,0,0,3,0,,16539,1,0
576,GP Industria & Artigianato,GPIndu,c0_industriaartigianato,2,16,1576,1576,21.0,1,info@ciclismolarcianese.it,"(226,34,5,1,12,20,16,35,70,100,99,176,102,25,236,81,92,337,398,221,149,173)",(),industriaartigianato,cont_1hc,1.0,10,0,209,2,0,,263,1,0
577,Ronde van de Achterhoek,Achter,c2_achterhoek,5,18,1577,1577,11.0,1,eddy.geurkink2@outlook.com,"(434,253,158,161,202,167,58,182,140,149,146,624,153,409,563,554)",(),achterhoek,cont_12,1.0,17,0,504,3,0,,8310,1,0
578,Coppa Citta' di San Daniele,SanDan,c2_sandaniele,2,18,1578,1578,5.0,1,uc.sandanielesi@yahoo.it,"(178,230,214,221,160,135,166,395,174,212,173,336,240,112,398,410,179,378,649,652,430,604,650)",(),sandaniele,cont_12,1.0,10,0,0,3,0,,21437,1,0
579,Slag om Norg,SlagomNorg,c2_slagomnorg,5,18,1579,1579,5.0,1,thijs.rondhuis@gmail.com,"(434,253,158,161,167,58,182,140,149,146,624,409,563,554)",(),slagomnorg,cont_12,1.0,15,0,501,3,0,,3239,1,0
580,Lidl Deutschland Tour,Deuts,t0_deutschland,7,10,1580,5580,31.0,5,office@gfr-cycling.de,"(11,33,16,14,10,99,2,37,15,1,226,13,42,25,22,222,267)",(),deutschlandtour,t0_deutschland,1.0,4,1,0,3,1,,36,1,0
581,POREČ Classic,Poreč,c2_laguna,44,18,1581,1581,8.0,1,ivan.crnjaric@thorax.hr,"(176,81,415,369,224,179,112,135,166,221,250,173,267,114,159,40,162,410,178,239,214,58,170,604)",(),gplacuna,cont_12,1.0,9,0,0,1,0,,278,1,0
582,GP Slovenian Istria,GPIstria,c2_izola,28,18,1582,1582,10.0,1,kzs@kolesarska-zveza.si,"(106,415,230,158,369,410,58,179,149,234,250,172,336,112,239,114,317,605,238,162,174)",(),gpizola,cont_12,1.0,9,0,0,3,0,,508,1,0
583,G.P. Palio del Recioto,Palio,c2u_gppalio,2,19,1583,1583,6.0,1,teams@paliodelrecioto.com,"(81,153,590,335,395,177,174,250,230,253,605,173,267,221,178,160,159,214,378,114,212,645,650)",(),gppalio,cont_12,1.0,10,0,0,3,0,,296,1,0
584,Tour de Maurice,Maurice,t2_maurice,75,12,1584,4584,4.0,4,fmcyclismemyt.mu,"(270,222,393,596,557,273,530,588,616,586,216,238)",(),tourmaurice,t2_maurice,1.0,2,1,0,3,0,,5228,1,0
585,CRO Race,CRO,t0_croatia,44,10,1585,6585,24.0,6,vladimir.miholjevic@tse.hr,"(16,13,2,33,10,20,35,70,42,176,102,81,415,140,172,250,239,162)",(),tourcroatia,t0_croatia,0.0,3,1,0,2,0,,773,1,0
586,Vuelta Asturias Julio Alvarez Mendo,Astur,t1_asturias,8,11,1586,3586,18.0,3,asturias@lavueltaasturias.com,"(16,1,35,92,70,431,25,100,228,393,234,105,195)",(),vueltaasturias,t1_asturias,1.0,18,0,803,2,0,,153,1,0
587,Ixina Classic - GP Stad Halle,GPHalle,c2_halle,4,18,1587,1587,4.0,1,freddyvandercammen11@gmail.com,"(164,442,110,204,87,326,577,158,234,140,223,578,576,253)",(),gphalle,cont_12,1.0,15,0,0,3,0,,18958,1,0
588,Tour of Guangxi,Guang,top_guangxi,25,5,1588,6588,38.0,6,yinyushan@wanda.cn,"(9,13,34,3,5,6,2,11,1,33,10,15,20,14,16,12,42)",(),tourofguangxi,top_guangxi,1.0,7,1,0,5,0,,7591,1,0
589,Rhodes GP,RhoGP,c2_rhodesgp,60,18,1589,1589,5.0,1,rhodescycling@gmail.com,"(150,174,230,434,624,235,378,584,415,446,450,627,273,106,153,526,135,647,649)",(),rhodesgp,cont_12,1.0,15,0,0,3,0,,7005,1,0
590,Tour of Rhodes p/b Rodos Palace,RhoTo,t2_rhodestour,60,12,1590,4590,5.0,4,rhodescycling@gmail.com,"(150,174,230,434,624,235,378,584,415,446,450,627,273,106,153,526,135,647,649)",(),rhodestour,t2_rhodestour,1.0,16,0,0,3,0,,844,1,0
591,Grand Prix de la Ville de Lillers Souvenir Bruno Comini,Llers,c2_gplillers,3,18,1591,1591,3.0,1,rso.gplillers@gmail.com,"(59,204,210,164,206,68,169,214,240,222,336,431,577,597,207,595,578,591,652)",(),gplillers,cont_12,1.0,15,0,0,3,0,,284,1,0
592,Popolarissima,Popola,c2_popolarissima,2,18,1592,1592,6.0,1,uctrevigiani@libero.it,"(605,221,160,604,590,170,212,174,395,337,336,230,335,149,224,205,650)",(),popolarissima,cont_12,1.0,15,0,0,3,0,,1194,1,0
593,Grote prijs Jean-Pierre Monseré,Monseré,c1_gproeselare,4,17,1593,1593,16.0,1,info@gpmonsere.be,"(9,37,13,34,15,12,35,70,100,42,22,69,25,226,236,99,81,87,253,158,140,110,409)",(),gpmonsere,cont_11,1.0,15,0,0,2,0,,2729,1,0
594,Tour of Shanghai,Shanghai,t2_shanghai,25,12,1594,3594,2.0,3,admin@chncycling.com,"(446,87,176,123,363,216,423,184,146,313,251,218,238,242,225,381,422,261,192,199)",(),shanghai,t2_shanghai,1.0,16,0,0,3,0,,24779,1,0
595,Il Giro d'Abruzzo,Abruzzo,t1_abruzzo,2,11,1595,4595,21.0,4,luca.papini@rcs.it,"(211,160,395,337,95,221,149,173,22,336,176,102,212,226,16,81)",(),girodiabruzzo,t1_abruzzo,1.0,3,0,213,3,0,,752,1,0
596,La Roue Tourangelle Centre Val de Loire - Groupama P.V.L.,Touran,c1_rouetourangelle,3,17,1596,1596,13.0,1,touraine-evenement-sport@orange.fr,"(25,34,6,3,236,35,99,226,70,81,92,87,68,59,169,168,164,234)",(),rouetourangelle,cont_11,1.0,9,0,0,2,0,,260,1,0
597,Classic Annemasse Agglo,Annemas,c2_annemasse,3,18,1597,1597,5.0,1,annemasse-bellegarde@veloclubannemasse.com,"(589,590,591,595,210,652,658,59)",(),annemasse,cont_12,0.0,10,0,0,3,0,,1529,1,0
598,Tour Poitou - Charentes en Nouvelle Aquitaine,Poitou,t1_poitoucharentes,3,11,1598,4598,18.0,4,poitoucharentesanimation@orange.fr,"(34,3,6,25,236,102,81,123,166,146,169,168,68,59)",(),tpoitoucharentes,t1_poitoucharentes,1.0,8,0,320,2,0,,187,1,0
599,Mercan'Tour Classic Alpes-Maritimes,Mercan,c1_mercantour,3,17,1599,1599,22.0,1,clubalpesazur@gmail.com,"(6,34,3,102,70,25,236,520,168,169)",(),mercantourclassic,cont_11,1.0,14,0,321,4,0,,13188,1,0
601,Trofeo Piva,uPiva,c2u_trofeopiva,2,19,1601,1601,10.0,1,segreteria@accolsanmartino.it,"(221,336,590,230,160,410,179,170,395,149,173,250,398,604,603,378,212,114,605,159,81,174,645,647,650)",(),trofeopiva,cont_12,1.0,10,0,0,3,0,,297,1,0
602,Giro del Belvedere,uBelve,c2u_girobelvedere,2,19,1602,1602,6.0,1,teams@probelvedere.it,"(159,253,590,230,335,160,430,170,395,135,603,221,149,173,250,178,267,336,398,604,153,378,214,114,605,81,174,645,650)",(),girobelvedere,cont_12,1.0,10,0,0,3,0,,295,1,0
603,Yellow River Estuary (Dongying) Road Cycling Race,YellowRiver,t2_dongying,25,12,1603,2603,2.0,2,18897142663@163.com,"(216,363,313,228,264,218,200,184,423,225,333,261,199,192,265,242,381)",(),dongying,t2_dongying,1.0,16,0,0,2,0,,22519,1,0
604,Gran Premio della Liberazione,ULibe,c2u_gpliberazione,2,19,1604,1604,8.0,1,teams@gpliberazione.it,"(378,624,267,173,434,159,81,160,604,337,603,149,398,645)",(),gpdellaliberazione,cont_12,1.0,9,0,0,3,0,,312,1,0
605,Tour of Mentougou,Mentougou,t2_mentougou,25,12,1605,3605,2.0,3,williamvarianli@gmail.com,"(92,221,185,228,363,184,218,262,196,200,404,264,199,381,192,257)",(),mentougou,t2_mentougou,1.0,4,0,0,3,0,,25513,1,0
606,BW Classic,BWClas,c2_bwclassic,4,18,1606,1606,10.0,1,christophe.brandt@trworg.be,"(442,69,204,273,326,164,577,578,253)",(),bwclassic,cont_12,1.0,15,0,0,3,0,,20074,1,0
607,UMAG Classic,Umag,c2_umagtrophy,44,18,1607,1607,5.0,1,ivan.crnjaric@thorax.hr,"(176,81,415,369,224,179,112,135,166,221,250,267,114,159,40,162,410,178,239,214,58,170,604,337)",(),trofejumag,cont_12,1.0,10,0,0,3,0,,277,1,0
608,Redlands Bicycle Classic,Redlands,t2_redlands,6,12,1608,5608,1.0,5,info@redlandsclassic.com,"(198,197,233,522,523,550,548,252)",(),redlands,t2_redlands,0.0,4,0,0,2,0,,997,1,0
609,Dorpenomloop Rucphen,Rucphen,c2_rabodorpen,5,18,1609,1609,8.0,1,info@dorpenomlooprucphen.nl,"(202,253,158,167,204,182,140,146,267,110,153,220,409,563,554)",(),rabodorpenomloop,cont_12,1.0,10,0,507,3,0,,510,1,0
610,Rad am Ring,Ring,c2_radamring,7,18,1610,1610,1.0,1,service@radamring.de,"(224,575,369,222,112,153,234,267,172,220,114,40,410)",(),radring,cont_12,0.0,10,0,0,2,0,,5096,1,0
611,Klaipeda Grand Prix,Klaipeda,c2_klaipeda,14,18,1611,1611,3.0,1,tour.of.lithuania@gmail.com,"(611,150,274,627,614,182,106,654,180,184,628,599,162)",(),klaipeda,cont_12,0.0,15,0,0,3,0,,22009,1,0
612,Tour of Istanbul,Istanb,t1_istanbul,71,11,1612,4612,8.0,4,info@tourofistanbul.com.tr,"(9,25,102,106,415,434,247,222,110,418,162,404,263,220,639)",(),istanbul,t1_istanbul,1.0,7,0,0,3,0,,20781,1,0
613,Tour du Loir et Cher,LoirC,t2_tourloiretcher,3,12,1613,5613,8.0,5,tourduloiretcher@wanadoo.fr,"(590,595,207,591,597,106,431,415,158,150,146,223,161,409,58,140,153)",(),loiretcher,t2_tourloiretcher,1.0,5,0,0,2,0,,294,1,0
614,China Xizang Trans-Himalaya,Himala,t1_transhimalaya,25,11,1614,3614,3.0,3,admin@chncycling.com,"(92,100,176,216,363,184,200,446,422,380,192,199,261,278,225,423)",(),transhimalaya,t1_transhimalaya,1.0,16,0,0,3,0,,18951,1,0
615,Eschborn-Frankfurt U23,FrkU23,c2u_gpfrankfurt,7,19,1615,1615,13.0,1,u23@eschborn-frankfurt.de,"(140,434,147,624,211,81,167,214,369,267,178,153,172,220,619,650)",(),gpfrancfortu23,cont_12,0.0,9,0,707,3,0,,252,1,0
616,Velika Nagrada Novega Mesta,Adria,c2_adria,28,18,1616,1616,6.0,1,info@adriamobilcycling.com,"(230,250,179,172,158,162,81,106,238,228,369,336,604,605,337,415,450,174,114,199,239,149)",(),adria,cont_12,1.0,9,0,0,2,0,,937,1,0
617,Tour of Estonia,Estonia,t1_estonia,12,11,1617,3617,7.0,3,tartumaraton@tartumaraton.ee,"(184,106,123,162,434,415,158,161,274,393,273,180,614,228)",(),estonia,t1_estonia,1.0,8,1,0,2,0,,250,1,0
618,Paris-Roubaix Espoirs,RouU23,c2u_roubaix,3,19,1618,1618,25.0,1,veloclubroubaix@orange.fr,"(166,204,164,210,442,595,214,159,206,207,178,202,135,526,434,153)",(),parisroubaixu23,cont_12,1.0,11,0,0,5,0,,41,1,0
619,Paris - Tours Espoirs,TouU23,c2u_paristours,3,19,1619,1619,13.0,1,tgouvenou@aso.fr,"(206,147,204,202,589,210,214,267,211,166,164,595,578,590,591,140,207,597,240)",(),paristoursu23,cont_12,1.0,15,0,0,3,1,,238,1,0
620,European Championships,Euro,euro,28,33,1620,1620,50.0,1,administration@uec.ch,(),(),eurochampionship,default,0.0,14,0,0,3,0,,4019,1,0
621,European Championships ITT,EuroTT,euroitt,28,34,1621,1621,34.0,1,administration@uec.ch,(),(),eurochampionshipitt,default,0.0,13,0,0,2,0,,4020,1,0
623,Trofeo Città di Brescia - Mem. Rino Fiori,Brescia,c2_brescia,2,18,1623,1623,3.0,1,iab@roda.it,"(335,160,170,395,603,149,604,176,159,605)",(),brescia,cont_12,1.0,9,0,0,2,0,,662,1,0
624,Tour of Antalya,Antal,t2_antalya,71,12,1624,4624,7.0,4,info@tourofantalya.com,"(6,37,25,81,102,226,123,22,216,222,418,174,446,263)",(),tourofantalya,t2_antalya,0.0,4,0,0,3,0,,8472,1,0
626,Fyn Rundt - Tour of Funen,Fyen,c2_fyen,10,18,1626,1626,8.0,1,clausr@stofanet.dk,"(622,150,563,146,167,58,628,180,627,267,434,161,147,621,619,182,624,184,450,415,560,649)",(),fyen,cont_12,1.0,15,0,0,3,0,,736,1,0
627,Gran Premio Sportivi di Poggiana - Trofeo Bonin Costruzioni,Poggiana,c2u_gppoggiana,2,19,1627,1627,8.0,1,asolobikepoggiana@gmail.com,"(221,81,178,159,135,114,230,174,160,605,336,250,395,590,149,607,645,604,603,560,378,212,398)",(),poggiana,cont_12,1.0,10,0,0,3,0,,389,1,0
628,Paris-Chauny,Chauny,c1_chauny,3,17,1628,1628,15.0,1,patrick.goronflot@paris-chauny.com,"(6,34,25,37,68,22,3,9,87,169,59,99,15,240,12,236,102,35,70,69)",(),chauny,cont_11,1.0,9,0,0,2,0,,949,1,0
631,Tour de Banyuwangi Ijen,Banyuw,t2_banyuwangi,85,12,1631,4631,2.0,4,disporabanyuwangikab@gmail.com,"(363,216,446,273,184,612,244,228,295,200,262,181,264,360,646,649)",(),banyuwangi,t2_banyuwangi,1.0,5,1,0,3,0,,455,1,0
632,Tour de Batam,Batam,c2_batam,85,18,1632,1632,2.0,1,contact@icf.id,"(200,612,251,360,196,262,254,264,363,218,275,216,228)",(),batam,cont_12,0.0,15,0,0,2,0,,24530,1,0
637,Troféu Internacional da Arrábida,Arrabida,c2_arrabida,29,18,1637,1637,10.0,1,geral@fpciclismo.pt,"(38,299,365,171,232,379,431,614,608,607,610,109,105,220,259)",(),arrabida,cont_12,1.0,9,0,2903,3,0,,7004,1,0
638,Tour of Bostonliq,Bostonliq,t2_bostonliq,57,12,1638,2638,2.0,2,uzbcycling@mail.ru,"(273,404,238,96,363,423,269,244,646)",(),bostonliq,t2_bostonliq,1.0,2,0,0,3,0,,22005,1,0
640,Grand Prix Criquielion,Criquielion,c1_criquielion,4,17,1640,1640,13.0,1,info@ententecyclisteacrenoise.be,"(9,37,13,15,12,34,69,87,99,226,25,100,42,22,70,236,35,81,110,431,234,591)",(),criquielion,cont_11,1.0,17,0,0,3,0,,539,1,0
643,Tour of Mersin,Mersin,t2_mersin,71,12,1643,4643,4.0,4,info@bisiklet.gov.tr,"(110,244,320,216,228,237,404,106,260,263,418,162,446,614,239,274,222,247,96,273,512,572)",(),mersin,t2_mersin,1.0,5,0,0,3,0,,938,1,0
644,Grand Prix de la ville de Cotonou,Cotonou,c2_cotonou,137,18,1644,1644,2.0,1,federation229cyclisme@gmail.com,"(414,536,587,617,588,200,238,585)",(),cotonou,cont_12,0.0,15,0,0,3,0,,18424,1,0
647,Oita Urban Classic Road Race,Oita,c2_oita,21,18,1647,1647,5.0,1,sportyuti@city.oita.oita.jp,"(249,363,251,228,295,262,95,243,244,181,237,247,320)",(),oita,cont_12,1.0,9,0,0,3,0,,8523,1,0
654,Ruota d'Oro - GP Festa del Perdono,Ruota,c2u_ruota,2,19,1654,1654,6.0,1,ctbcomm@val.it,"(230,81,164,221,206,174,160,114,395,336,590,337,650,212,645,149,647,603,378,604,170)",(),u23ruota,cont_12,1.0,9,0,0,3,0,,409,1,0
655,Tr. Città di S.Vendemiano - GP Industria & Commercio,Vendemiano,c2u_vendemiano,2,19,1655,1655,9.0,1,veloclubsanvendemiano@yahoo.com,"(221,81,230,160,395,250,336,605,212,179,149,173,398,378,114,410,40,170,604,645,650)",(),u23vendemiano,cont_12,1.0,9,0,0,2,0,,318,1,0
657,Turul Romaniei,Romaniei,t2_romaniei,104,12,1657,5657,8.0,5,office@federatiadeciclism.ro,"(230,415,410,40,239,195,221,431,572,335,114,220,267,162,378,639,584)",(),romaniei,t2_romaniei,0.0,5,1,0,2,0,,549,1,0
658,Grand Prix Chantal Biya,Biya,t2_biya,9,12,1658,5658,2.0,5,fecacyclisme2013@yahoo.fr,"(596,588,536,557,616,450,530,587)",(),biya,t2_biya,1.0,16,0,0,3,0,,445,1,0
659,Tour du Bénin,Bénin,t2_benin,137,12,1659,5659,2.0,5,federation229cyclisme@gmail.com,"(414,536,587,617,588,200,238,585)",(),benin,t2_benin,0.0,7,1,0,4,0,,6156,1,0
660,Tour du Cameroun,Cameroun,t2_cameroun,9,12,1660,9660,4.0,9,fecacyclisme2013@yahoo.fr,"(536,588,617,220,530,557,587,585)",(),cameroun,t2_cameroun,1.0,3,1,0,3,0,,473,1,0
661,Giro della Regione Friuli Venezia Giulia,Friuli,t2_friuli,2,12,1661,4661,7.0,4,libertasceresetto@gmail.com,"(95,160,395,442,164,590,230,159,114,649,174,221,81,178,603,102,576,112,166,240,604,250,173,605,235)",(),friuli,t2_friuli,1.0,2,0,207,3,0,,538,1,0
671,Tour de la Mirabelle,Mirabel,c2_mirabelle,3,18,1671,1671,4.0,1,lgoglione@yahoo.com,"(210,102,267,87,590,591,207,68,589,652,222,650)",(),mirabelle,cont_12,1.0,10,0,0,3,0,,7767,1,0
672,Melbourne-Warrnambool,MelWar,c2_warrnambool,20,18,1672,1672,2.0,1,karin@ksjevents.com.au,"(253,251,393,185,363,218,220,557,523)",(),warrnambool,cont_12,0.0,15,0,0,2,0,,775,1,0
674,Ronde de l'Oise,Oise,t2_oise,3,12,1674,4674,5.0,4,michel_birck@live.fr,"(415,230,161,202,210,627,140,234,146,595,164,597,40)",(),oise,t2_oise,1.0,16,0,0,3,0,,345,1,0
676,Tour of Southland,Southland,t2_southland,34,12,1676,7676,3.0,7,glen.thomson@cyclingsouth.org.nz,"(251,218,185,253,557,393,197,233)",(),southland,t2_southland,0.0,4,0,0,2,0,,712,1,0
678,Cup Doltcini - In The Footsteps of the Romans,Romans,t2_romans,54,12,1678,2678,3.0,2,cup@doltcini.com,"(369,450,526,170,572,235,584,596,162)",(),romans,t2_romans,0.0,5,0,0,3,0,,10675,1,0
680,Tour of Szeklerland,Szeklerland,t2_szeklerland,104,12,1680,3680,5.0,3,cycling@novakgroup.ro,"(415,239,614,450,335,639,615,563,654)",(),szeklerland,t2_szeklerland,1.0,2,0,0,3,0,,566,1,0
685,Erzgebirgsrundfahrt,Erzgeb,c2_erzgebirgsrundfahrt,7,18,1685,1685,1.0,1,kontakt@erzgebirgsrundfahrt.de,"(369,222,267,554,153,234,114,410)",(),erzgebirgsrundfahrt,cont_12,0.0,10,0,0,2,0,,6198,1,0
687,Orlen Nations Grand Prix,Orlen,t2u_orlengp,30,13,1687,2687,16.0,2,sekretariat@langteam.com.pl,"(204,81,442,590,230,160,589,202,526,395,135,211,166,221,140,173,178,164,212,159,174,425,645)",(),orlen,t2u_orlengp,1.0,4,0,0,3,0,,10674,1,0
688,Lotto Famenne Ardenne Classic,Famenne,c1_ardennes,4,17,1688,1688,15.0,1,laurentmars@hotmail.com,"(9,37,12,42,25,236,22,81,70,69,87,214,178,110,59,326,140,158,409,162,212,395)",(),famenne,cont_11,1.0,10,0,0,2,0,,7660,1,0
694,VDL Omloop der Kempen,Kempen,c2_kempen,5,18,1694,1694,7.0,1,john@omloopderkempen.nl,"(146,204,158,167,140,409,253,161,211,110,220,554,563)",(),kempen,cont_12,1.0,15,0,507,3,0,,544,1,0
695,Ronde van Overijssel,Overijssel,c2_overijssel,5,18,1695,1695,3.0,1,arnout@hurenkampba.nl,"(415,158,167,202,211,153,140,223,146,554,220,238,409)",(),overijssel,cont_12,1.0,17,0,509,3,0,,577,1,0
696,Minamiuonuma Road Race,Minami,c2_minami,21,18,1696,1696,1.0,1,cycling@japan-sports.or.jp,"(247,181,249,320,244,243,237,248)",(),minami,cont_12,0.0,10,0,0,2,0,,3928,1,0
697,Shinshiro Cycling Race,Shinshiro,c2_shinshiro,21,18,1697,1697,1.0,1,cycling@japan-sports.or.jp,"(237,320,249,95,181,244,247,248)",(),shinshiro,cont_12,0.0,10,0,0,2,0,,24687,1,0
698,Kreiz Breizh Elites,Kreizbreizh,t2_kreizbreizh,3,12,1698,3698,4.0,3,alainbaniel@sitekbe.com,"(235,161,158,147,409,214,146,442,233,140,597,253,337,589,58,182,195,595,652,647)",(),kreizbreizh,t2_kreizbreizh,1.0,5,0,0,3,0,,385,1,0
699,Okolo Slovenska / Tour de Slovaquie,Okolo,t1_okolo,27,11,1699,5699,16.0,5,privara@cyklistikaszc.sk,"(20,10,14,236,9,176,123,450,210,174,160,409,415,58,431,167,106)",(),okolo,t1_okolo,1.0,7,1,0,2,0,,380,1,0
700,Chile - National Road Championships,CHL RR,nat-chl,69,22,1700,1700,5.0,1,secretaria@fdnciclismochile.cl,(),(),champ_chile,cont_12,0.0,9,0,0,4,0,,1214,1,0
701,China - National Road Championships,CHI RR,nat-chi,25,22,1701,1701,9.0,1,admin@chncycling.com,(),(),champ_china,cont_12,0.0,9,0,0,4,0,,3529,1,0
702,Ireland - National Road Championships,IRL RR,nat-irl,31,22,1702,1702,12.0,1,chris.white@cyclingireland.ie,(),(),champ_ireland,cont_12,0.0,9,0,0,4,0,,2241,1,0
703,Bolivia - National Road Championships,BOL RR,nat-bol,92,22,1703,1703,5.0,1,javierciclismo@hotmail.com,(),(),champ_bolivia,cont_12,0.0,9,0,0,4,0,,1844,1,0
704,Croatia - National Road Championships,CRO RR,nat-cro,44,22,1704,1704,5.0,1,alankosic1972@gmail.com,(),(),champ_croatia,cont_12,0.0,9,0,0,4,0,,2469,1,0
705,Eritrea - National Road Championships,ERI RR,nat-eri,41,22,1705,1705,14.0,1,ncefa1935@gmail.com,(),(),champ_eritrea,cont_12,0.0,9,0,0,4,0,,2512,1,0
706,Argentina - National Road Championships,ARG RR,nat-arg,46,22,1706,1706,10.0,1,secretariafacpyr@yahoo.com.ar,(),(),champ_argentina,cont_12,0.0,9,0,0,4,0,,1248,1,0
707,Austria - National Road Championships,AUT RR,nat-aut,37,22,1707,1707,19.0,1,office@lrv-noe.at,(),(),champ_austria,cont_12,0.0,9,0,0,4,0,,2421,1,0
708,Venezuela - National Road Championships,VEN RR,nat-ven,45,22,1708,1708,8.0,1,fvciclismove@gmail.com,(),(),champ_venezuela,cont_12,0.0,9,0,0,4,0,,2542,1,0
709,Uruguay - National Road Championships,URU RR,nat-uru,67,22,1709,1709,7.0,1,federacionciclistauruguaya@gmail.com,(),(),champ_uruguay,cont_12,1.0,9,0,0,4,0,,1235,1,0
710,Slovenia - National Road Championships,SLO RR,nat-slo,28,22,1710,1710,23.0,1,organisateurs@slovenia-rr.si,(),(),champ_slovenia,cont_12,0.0,9,0,0,4,0,,2127,1,0
711,South Africa - National Road Championships,SAR RR,nat-sar,36,22,1711,1711,11.0,1,info@cyclingsa.com,(),(),champ_southafrica,cont_12,1.0,9,0,0,4,0,,1173,1,0
712,Norway - National Road Championships,NOR RR,nat-nor,35,22,1712,1712,20.0,1,cato.karbol@sykling.no,(),(),champ_norway,cont_12,0.0,9,0,0,4,0,,79,1,0
713,South Korea - National Road Championships,KOR RR,nat-kor,79,22,1713,1713,7.0,1,organisateurs@southkorea-rr.kr,(),(),champ_southkorea,cont_12,0.0,9,0,0,4,0,,2481,1,0
714,Japan - National Road Championships,JPN RR,nat-jpn,21,22,1714,1714,11.0,1,cycling@japan-sports.or.jp,(),(),champ_japan,cont_12,0.0,9,0,0,4,0,,2343,1,0
715,Kazakhstan - National Road Championships,KAZ RR,nat-kaz,13,22,1715,1715,13.0,1,info@cycling.kz,(),(),champ_kazakhstan,cont_12,0.0,9,0,0,4,0,,2417,1,0
716,Slovakia - National Road Championships,SVK RR,nat-svk,27,22,1716,1716,11.0,1,balaztomas76@gmail.com,(),(),champ_slovakia,cont_12,0.0,9,0,0,4,0,,2441,1,0
717,United Arab Emirates - National Road Championships,UAE RR,nat-uae,105,22,1717,1717,6.0,1,uaecyclingfederation@gmail.com,(),(),champ_uae,cont_12,0.0,9,0,0,4,0,,1478,1,0
718,Azerbaijan - National Road Championships,AZE RR,nat-aze,103,22,1718,1718,4.0,1,info@cycling.az,(),(),champ_azerbaijan,cont_12,0.0,9,0,0,4,0,,1668,1,0
719,Azerbaijan - National Championships ITT,AZE TT,natitt-aze,103,23,1719,1719,1.0,1,info@cycling.az,(),(),champ_azerbaijan_itt,default,0.0,13,0,0,2,0,,1669,1,0
720,Canada - National Championships ITT,CAN TT,natitt-can,22,23,1720,1720,10.0,1,athletes@donorthevents.ca,(),(),champ_canada_itt,default,0.0,13,0,0,2,0,,2412,1,0
721,Colombia - National Championships ITT,COL TT,natitt-col,11,23,1721,1721,10.0,1,presidencia@federacioncolombianadeciclismo.com,(),(),champ_colombia_itt,default,0.0,13,0,0,2,0,,1175,1,0
722,Croatia - National Championships ITT,CRO TT,natitt-cro,44,23,1722,1722,1.0,1,alankosic1972@gmail.com,(),(),champ_croatia_itt,default,0.0,13,0,0,2,0,,2470,1,0
723,Denmark - National Championships ITT,DEN TT,natitt-den,10,23,1723,1723,20.0,1,jens.kasler@cyklingdanmark.dk,(),(),champ_danemark_itt,default,0.0,13,0,0,2,0,,2068,1,0
724,Eritrea - National Championships ITT,ERI TT,natitt-eri,41,23,1724,1724,3.0,1,ncefa1935@gmail.com,(),(),champ_eritrea_itt,default,0.0,13,0,0,2,0,,2513,1,0
